ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,PSW,PSL,MaxW,MaxL,AvgW,AvgL
63,Belgrade,Belgrade Open,2024-11-04,ATP250,Indoor,Hard,1st Round,3,Etcheverry T.,Kotov P.,39.0,75.0,1315.0,745.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.44,2.75,1.48,2.82,1.49,2.9,1.45,2.71
63,Belgrade,Belgrade Open,2024-11-04,ATP250,Indoor,Hard,1st Round,3,Kovacevic A.,Djuric B.,101.0,781.0,607.0,30.0,6.0,2.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.2,4.5,1.18,5.49,1.23,6.0,1.17,4.89
63,Belgrade,Belgrade Open,2024-11-04,ATP250,Indoor,Hard,1st Round,3,Klein L.,Duckworth J.,153.0,77.0,380.0,731.0,6.0,4.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.73,2.1,1.64,2.39,1.74,2.39,1.65,2.2
63,Belgrade,Belgrade Open,2024-11-04,ATP250,Indoor,Hard,1st Round,3,Lajovic D.,Navone M.,86.0,45.0,685.0,1198.0,6.0,0.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.8,2.0,1.75,2.18,1.82,2.18,1.73,2.07
63,Belgrade,Belgrade Open,2024-11-04,ATP250,Indoor,Hard,1st Round,3,Shapovalov D.,Fucsovics M.,78.0,91.0,718.0,629.0,6.0,7.0,7.0,5.0,6.0,1.0,,,,,2.0,1.0,Completed,1.57,2.38,1.66,2.35,1.66,2.45,1.58,2.34
63,Belgrade,Belgrade Open,2024-11-04,ATP250,Indoor,Hard,1st Round,3,O Connell C.,Kecmanovic M.,71.0,53.0,765.0,1021.0,6.0,1.0,6.0,1.0,,,,,,,2.0,0.0,Completed,3.0,1.4,2.89,1.46,3.0,1.47,2.78,1.43
63,Belgrade,Belgrade Open,2024-11-05,ATP250,Indoor,Hard,1st Round,3,Safiullin R.,Fognini F.,60.0,74.0,898.0,745.0,6.0,3.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.22,4.33,1.27,4.09,1.27,4.34,1.23,3.99
63,Belgrade,Belgrade Open,2024-11-05,ATP250,Indoor,Hard,1st Round,3,Djere L.,Wawrinka S.,141.0,148.0,419.0,391.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2.2,1.67,2.21,1.74,2.21,1.74,2.15,1.68
63,Belgrade,Belgrade Open,2024-11-05,ATP250,Indoor,Hard,2nd Round,3,Medjedovic H.,Kovacevic A.,156.0,101.0,378.0,607.0,7.0,6.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.4,3.0,1.48,2.88,1.5,3.0,1.42,2.79
63,Belgrade,Belgrade Open,2024-11-05,ATP250,Indoor,Hard,2nd Round,3,Klein L.,Etcheverry T.,153.0,39.0,380.0,1315.0,6.0,4.0,7.0,6.0,,,,,,,2.0,0.0,Completed,2.5,1.53,2.47,1.61,2.6,1.61,2.45,1.53
63,Belgrade,Belgrade Open,2024-11-05,ATP250,Indoor,Hard,2nd Round,3,Lehecka J.,Cilic M.,31.0,196.0,1560.0,298.0,6.0,4.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.53,2.5,1.59,2.54,1.59,2.56,1.53,2.46
63,Belgrade,Belgrade Open,2024-11-06,ATP250,Indoor,Hard,2nd Round,3,Cerundolo F.,Safiullin R.,29.0,60.0,1580.0,898.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2.5,1.53,2.48,1.61,2.5,1.64,2.38,1.57
63,Belgrade,Belgrade Open,2024-11-06,ATP250,Indoor,Hard,2nd Round,3,O Connell C.,Altmaier D.,71.0,93.0,765.0,625.0,6.0,3.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.53,2.5,1.55,2.64,1.55,2.64,1.51,2.51
63,Belgrade,Belgrade Open,2024-11-06,ATP250,Indoor,Hard,2nd Round,3,Shapovalov D.,Borges N.,78.0,33.0,718.0,1446.0,6.0,2.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.33,3.4,1.37,3.42,1.37,3.65,1.32,3.33
63,Belgrade,Belgrade Open,2024-11-06,ATP250,Indoor,Hard,2nd Round,3,Marozsan F.,Lajovic D.,59.0,86.0,930.0,685.0,6.0,3.0,7.0,5.0,,,,,,,2.0,0.0,Completed,1.73,2.1,1.74,2.23,1.74,2.23,1.68,2.15
63,Belgrade,Belgrade Open,2024-11-06,ATP250,Indoor,Hard,2nd Round,3,Djere L.,Ajdukovic D.,141.0,115.0,419.0,506.0,6.0,1.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.44,2.75,1.5,2.78,1.5,2.98,1.43,2.75
63,Belgrade,Belgrade Open,2024-11-07,ATP250,Indoor,Hard,Quarterfinals,3,Lehecka J.,Klein L.,31.0,153.0,1560.0,380.0,3.0,6.0,7.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed,1.36,3.2,1.43,3.08,1.44,3.2,1.39,2.97
63,Belgrade,Belgrade Open,2024-11-07,ATP250,Indoor,Hard,Quarterfinals,3,Shapovalov D.,O Connell C.,78.0,71.0,718.0,765.0,6.0,2.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.5,2.63,1.52,2.71,1.55,2.71,1.5,2.55
63,Belgrade,Belgrade Open,2024-11-07,ATP250,Indoor,Hard,Quarterfinals,3,Djere L.,Marozsan F.,141.0,59.0,419.0,930.0,6.0,4.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.8,2.0,1.88,2.03,1.9,2.09,1.82,1.97
63,Belgrade,Belgrade Open,2024-11-07,ATP250,Indoor,Hard,Quarterfinals,3,Medjedovic H.,Cerundolo F.,156.0,29.0,378.0,1580.0,6.0,4.0,6.0,2.0,,,,,,,2.0,0.0,Completed,2.1,1.73,2.09,1.83,2.25,1.83,2.08,1.73
63,Belgrade,Belgrade Open,2024-11-08,ATP250,Indoor,Hard,Semifinals,3,Shapovalov D.,Lehecka J.,78.0,31.0,718.0,1560.0,6.0,2.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.67,2.2,1.74,2.23,1.76,2.24,1.68,2.16
63,Belgrade,Belgrade Open,2024-11-08,ATP250,Indoor,Hard,Semifinals,3,Medjedovic H.,Djere L.,156.0,141.0,378.0,419.0,6.0,2.0,3.0,6.0,7.0,6.0,,,,,2.0,1.0,Completed,1.62,2.3,1.71,2.26,1.74,2.32,1.64,2.22
63,Belgrade,Belgrade Open,2024-11-09,ATP250,Indoor,Hard,The Final,3,Shapovalov D.,Medjedovic H.,78.0,156.0,718.0,378.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.4,3.0,1.41,3.13,1.41,3.17,1.38,3.0
64,Metz,Open de Moselle,2024-11-03,ATP250,Indoor,Hard,1st Round,3,Moutet C.,Nagal S.,66.0,83.0,804.0,697.0,7.0,5.0,4.0,0.0,,,,,,,2.0,0.0,Completed,1.29,3.75,1.34,3.53,1.34,3.75,1.31,3.43
64,Metz,Open de Moselle,2024-11-03,ATP250,Indoor,Hard,1st Round,3,Michelsen A.,Mayot H.,44.0,107.0,1245.0,567.0,6.0,3.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.3,3.5,1.33,3.58,1.34,3.59,1.32,3.35
64,Metz,Open de Moselle,2024-11-04,ATP250,Indoor,Hard,1st Round,3,Sonego L.,Barrere G.,51.0,166.0,1046.0,362.0,6.0,4.0,7.0,5.0,,,,,,,2.0,0.0,Completed,3.5,1.3,,,1.42,2.8,1.42,2.8
64,Metz,Open de Moselle,2024-11-04,ATP250,Indoor,Hard,1st Round,3,Struff J.L.,Shevchenko A.,40.0,64.0,1290.0,840.0,3.0,6.0,6.0,4.0,6.0,4.0,,,,,2.0,1.0,Completed,1.44,2.75,1.44,2.97,1.5,2.97,1.45,2.7
64,Metz,Open de Moselle,2024-11-04,ATP250,Indoor,Hard,1st Round,3,Herbert P.H.,Martinez P.,127.0,42.0,471.0,1270.0,6.0,3.0,3.0,6.0,7.0,6.0,,,,,2.0,1.0,Completed,1.91,1.91,1.93,1.95,2.01,1.95,1.89,1.88
64,Metz,Open de Moselle,2024-11-04,ATP250,Indoor,Hard,1st Round,3,Halys Q.,Papamalamis T.,84.0,721.0,693.0,37.0,6.0,3.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.02,19.0,1.03,18.71,1.03,19.0,1.02,13.84
64,Metz,Open de Moselle,2024-11-04,ATP250,Indoor,Hard,1st Round,3,Gasquet R.,Monteiro T.,133.0,100.0,445.0,609.0,4.0,6.0,6.0,4.0,7.0,6.0,,,,,2.0,1.0,Completed,1.73,2.1,1.76,2.17,1.8,2.2,1.74,2.07
64,Metz,Open de Moselle,2024-11-04,ATP250,Indoor,Hard,1st Round,3,Norrie C.,Carballes Baena R.,57.0,56.0,962.0,981.0,3.0,6.0,6.0,4.0,6.0,3.0,,,,,2.0,1.0,Completed,1.62,2.3,1.68,2.31,1.69,2.38,1.64,2.23
64,Metz,Open de Moselle,2024-11-05,ATP250,Indoor,Hard,1st Round,3,Bergs Z.,Guinard M.,61.0,264.0,886.0,204.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.17,5.0,1.19,5.26,1.2,5.4,1.17,4.82
64,Metz,Open de Moselle,2024-11-05,ATP250,Indoor,Hard,1st Round,3,Gaston H.,Droguet T.,81.0,174.0,712.0,338.0,7.0,6.0,4.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed,1.8,2.0,1.9,1.99,1.9,2.02,1.81,1.97
64,Metz,Open de Moselle,2024-11-05,ATP250,Indoor,Hard,1st Round,3,Bu Y.,Mannarino A.,72.0,54.0,749.0,1019.0,7.0,6.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2.0,1.8,1.89,2.0,2.01,2.0,1.89,1.89
64,Metz,Open de Moselle,2024-11-05,ATP250,Indoor,Hard,1st Round,3,Bonzi B.,Bautista Agut R.,124.0,47.0,473.0,1151.0,7.0,6.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.8,2.0,1.89,1.99,1.94,2.14,1.84,1.95
64,Metz,Open de Moselle,2024-11-05,ATP250,Indoor,Hard,2nd Round,3,Rublev A.,Sonego L.,9.0,51.0,3720.0,1046.0,7.0,6.0,7.0,5.0,,,,,,,2.0,0.0,Completed,1.3,3.5,1.33,3.63,1.35,3.68,1.3,3.45
64,Metz,Open de Moselle,2024-11-05,ATP250,Indoor,Hard,2nd Round,3,Michelsen A.,Gasquet R.,44.0,133.0,1245.0,445.0,6.0,7.0,7.0,6.0,7.0,6.0,,,,,2.0,1.0,Completed,1.17,5.0,1.19,5.42,1.19,5.42,1.17,4.96
64,Metz,Open de Moselle,2024-11-05,ATP250,Indoor,Hard,2nd Round,3,Moutet C.,Struff J.L.,66.0,40.0,804.0,1290.0,7.0,6.0,5.0,7.0,6.0,3.0,,,,,2.0,1.0,Completed,2.5,1.53,2.74,1.52,2.74,1.59,2.43,1.54
64,Metz,Open de Moselle,2024-11-06,ATP250,Indoor,Hard,2nd Round,3,Halys Q.,Herbert P.H.,84.0,127.0,693.0,471.0,6.0,1.0,4.0,6.0,6.0,4.0,,,,,2.0,1.0,Completed,1.25,4.0,1.28,4.1,1.3,4.1,1.26,3.73
64,Metz,Open de Moselle,2024-11-06,ATP250,Indoor,Hard,2nd Round,3,Bergs Z.,Gaston H.,61.0,81.0,886.0,712.0,6.0,4.0,7.0,5.0,,,,,,,2.0,0.0,Completed,1.4,3.0,1.42,3.12,1.46,3.12,1.41,2.87
64,Metz,Open de Moselle,2024-11-06,ATP250,Indoor,Hard,2nd Round,3,Norrie C.,Van Assche L.,57.0,112.0,962.0,509.0,6.0,3.0,3.0,6.0,6.0,1.0,,,,,2.0,1.0,Completed,1.53,2.5,1.56,2.62,1.56,2.63,1.52,2.47
64,Metz,Open de Moselle,2024-11-06,ATP250,Indoor,Hard,2nd Round,3,Bonzi B.,Ruud C.,124.0,7.0,473.0,3855.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.91,1.91,1.98,1.93,1.98,1.96,1.89,1.88
64,Metz,Open de Moselle,2024-11-06,ATP250,Indoor,Hard,2nd Round,3,Bu Y.,De Jong J.,72.0,109.0,749.0,541.0,6.0,4.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.4,3.0,1.5,2.81,1.5,3.0,1.44,2.75
64,Metz,Open de Moselle,2024-11-07,ATP250,Indoor,Hard,Quarterfinals,3,Moutet C.,Rublev A.,66.0,9.0,804.0,3720.0,,,,,,,,,,,,,Walkover,,,,,,,,
64,Metz,Open de Moselle,2024-11-07,ATP250,Indoor,Hard,Quarterfinals,3,Norrie C.,Bergs Z.,57.0,61.0,962.0,886.0,6.0,3.0,6.0,7.0,6.0,1.0,,,,,2.0,1.0,Completed,2.2,1.67,2.41,1.64,2.41,1.74,2.27,1.62
64,Metz,Open de Moselle,2024-11-07,ATP250,Indoor,Hard,Quarterfinals,3,Bonzi B.,Halys Q.,124.0,84.0,473.0,693.0,6.0,3.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.73,2.1,1.8,2.13,1.8,2.23,1.72,2.11
64,Metz,Open de Moselle,2024-11-07,ATP250,Indoor,Hard,Quarterfinals,3,Michelsen A.,Bu Y.,44.0,72.0,1245.0,749.0,6.0,7.0,6.0,2.0,6.0,4.0,,,,,2.0,1.0,Completed,1.5,2.63,1.57,2.59,1.57,2.75,1.48,2.6
64,Metz,Open de Moselle,2024-11-08,ATP250,Indoor,Hard,Semifinals,3,Norrie C.,Moutet C.,57.0,66.0,962.0,804.0,6.0,2.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.8,2.0,1.89,2.02,1.92,2.14,1.81,1.98
64,Metz,Open de Moselle,2024-11-08,ATP250,Indoor,Hard,Semifinals,3,Bonzi B.,Michelsen A.,124.0,44.0,473.0,1245.0,4.0,6.0,6.0,0.0,7.0,5.0,,,,,2.0,1.0,Completed,1.91,1.91,2.0,1.89,2.06,2.03,1.92,1.85
64,Metz,Open de Moselle,2024-11-09,ATP250,Indoor,Hard,The Final,3,Bonzi B.,Norrie C.,124.0,57.0,473.0,962.0,7.0,6.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.91,1.91,1.89,2.0,1.94,2.0,1.87,1.91
65,Turin,Masters Cup,2024-11-10,Masters Cup,Indoor,Hard,Round Robin,3,Fritz T.,Medvedev D.,5.0,4.0,4300.0,4830.0,6.0,4.0,6.0,3.0,,,,,,,2.0,0.0,Completed,2.1,1.73,2.16,1.77,2.22,1.8,2.06,1.74
65,Turin,Masters Cup,2024-11-10,Masters Cup,Indoor,Hard,Round Robin,3,Sinner J.,De Minaur A.,1.0,9.0,10330.0,3745.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.11,6.5,1.11,8.24,1.16,8.24,1.11,6.57
65,Turin,Masters Cup,2024-11-11,Masters Cup,Indoor,Hard,Round Robin,3,Ruud C.,Alcaraz C.,7.0,3.0,3855.0,6810.0,6.0,1.0,7.0,5.0,,,,,,,2.0,0.0,Completed,10.0,1.06,10.08,1.08,10.08,1.09,8.71,1.06
65,Turin,Masters Cup,2024-11-11,Masters Cup,Indoor,Hard,Round Robin,3,Zverev A.,Rublev A.,2.0,8.0,7315.0,3760.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.3,3.5,1.31,3.75,1.34,3.76,1.3,3.48
65,Turin,Masters Cup,2024-11-12,Masters Cup,Indoor,Hard,Round Robin,3,Medvedev D.,De Minaur A.,4.0,9.0,4830.0,3745.0,6.0,2.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.91,1.91,2.03,1.86,2.03,1.94,1.9,1.88
65,Turin,Masters Cup,2024-11-12,Masters Cup,Indoor,Hard,Round Robin,3,Sinner J.,Fritz T.,1.0,5.0,10330.0,4300.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.14,5.5,1.18,5.43,1.2,5.8,1.16,5.04
65,Turin,Masters Cup,2024-11-13,Masters Cup,Indoor,Hard,Round Robin,3,Alcaraz C.,Rublev A.,3.0,8.0,6810.0,3760.0,6.0,3.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.53,2.5,1.58,2.52,1.6,2.6,1.54,2.46
65,Turin,Masters Cup,2024-11-13,Masters Cup,Indoor,Hard,Round Robin,3,Zverev A.,Ruud C.,2.0,7.0,7315.0,3855.0,7.0,6.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.13,6.0,1.18,5.56,1.18,6.0,1.15,5.46
65,Turin,Masters Cup,2024-11-14,Masters Cup,Indoor,Hard,Round Robin,3,De Minaur A.,Fritz T.,9.0,5.0,3745.0,4300.0,5.0,7.0,6.0,4.0,6.0,3.0,,,,,2.0,1.0,Completed,3.2,1.36,3.09,1.42,3.2,1.42,3.0,1.38
65,Turin,Masters Cup,2024-11-14,Masters Cup,Indoor,Hard,Round Robin,3,Sinner J.,Medvedev D.,1.0,4.0,10330.0,4830.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.17,5.0,1.19,5.29,1.22,5.6,1.17,4.85
65,Turin,Masters Cup,2024-11-15,Masters Cup,Indoor,Hard,Round Robin,3,Zverev A.,Alcaraz C.,2.0,3.0,7315.0,6810.0,7.0,6.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.91,1.91,2.02,1.87,2.02,1.92,1.91,1.87
65,Turin,Masters Cup,2024-11-15,Masters Cup,Indoor,Hard,Round Robin,3,Ruud C.,Rublev A.,7.0,8.0,3855.0,3760.0,6.0,4.0,5.0,7.0,6.0,2.0,,,,,2.0,1.0,Completed,2.5,1.53,2.59,1.56,2.63,1.64,2.43,1.55
65,Turin,Masters Cup,2024-11-16,Masters Cup,Indoor,Hard,Semifinals,3,Fritz T.,Zverev A.,5.0,2.0,4300.0,7315.0,6.0,3.0,3.0,6.0,7.0,6.0,,,,,2.0,1.0,Completed,3.0,1.4,2.85,1.48,3.11,1.49,2.94,1.4
65,Turin,Masters Cup,2024-11-16,Masters Cup,Indoor,Hard,Semifinals,3,Sinner J.,Ruud C.,1.0,7.0,10330.0,3855.0,6.0,1.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.05,11.0,1.06,12.48,1.07,12.48,1.05,9.58
65,Turin,Masters Cup,2024-11-17,Masters Cup,Indoor,Hard,The Final,3,Sinner J.,Fritz T.,1.0,5.0,10330.0,4300.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.14,5.5,1.17,5.24,1.2,5.7,1.15,5.22
1,Brisbane,Brisbane International,2024-12-29,ATP250,Outdoor,Hard,1st Round,3,Vukic A.,Goffin D.,68.0,52.0,778.0,1037.0,6.0,2.0,6.0,3.0,,,,,,,2.0,0.0,Completed,2.0,1.8,2.08,1.83,2.14,1.83,2.03,1.78
1,Brisbane,Brisbane International,2024-12-30,ATP250,Outdoor,Hard,1st Round,3,Michelsen A.,O Connell C.,41.0,64.0,1245.0,795.0,6.0,4.0,4.0,6.0,7.0,6.0,,,,,2.0,1.0,Completed,1.44,2.75,1.48,2.85,1.48,2.9,1.43,2.74
1,Brisbane,Brisbane International,2024-12-30,ATP250,Outdoor,Hard,1st Round,3,Bonzi B.,Tabilo A.,75.0,23.0,730.0,1943.0,6.0,7.0,7.0,6.0,6.0,4.0,,,,,2.0,1.0,Completed,1.67,2.2,1.73,2.22,1.73,2.25,1.67,2.18
1,Brisbane,Brisbane International,2024-12-30,ATP250,Outdoor,Hard,1st Round,3,Nishioka Y.,Rinderknech A.,69.0,59.0,776.0,927.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.53,2.5,1.64,2.39,1.65,2.5,1.59,2.36
1,Brisbane,Brisbane International,2024-12-30,ATP250,Outdoor,Hard,1st Round,3,Thompson J.,Berrettini M.,26.0,34.0,1745.0,1380.0,3.0,6.0,6.0,3.0,6.0,4.0,,,,,2.0,1.0,Completed,2.63,1.5,2.47,1.6,2.63,1.6,2.48,1.54
1,Brisbane,Brisbane International,2024-12-30,ATP250,Outdoor,Hard,1st Round,3,Jarry N.,Navone M.,35.0,47.0,1370.0,1148.0,7.0,5.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.36,3.2,1.4,3.16,1.4,3.3,1.36,3.13
1,Brisbane,Brisbane International,2024-12-30,ATP250,Outdoor,Hard,1st Round,3,Dimitrov G.,Hanfmann Y.,10.0,96.0,3350.0,627.0,7.0,6.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.14,5.5,1.15,6.43,1.17,6.43,1.14,5.58
1,Brisbane,Brisbane International,2024-12-30,ATP250,Outdoor,Hard,1st Round,3,Lehecka J.,Rune H.,28.0,13.0,1660.0,3025.0,7.0,5.0,6.0,3.0,,,,,,,2.0,0.0,Completed,2.5,1.53,2.55,1.57,2.55,1.57,2.44,1.54
1,Brisbane,Brisbane International,2024-12-31,ATP250,Outdoor,Hard,1st Round,3,Opelka R.,Gomez F.,293.0,137.0,176.0,442.0,7.0,5.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.5,2.63,1.54,2.62,1.54,2.75,1.5,2.57
1,Brisbane,Brisbane International,2024-12-31,ATP250,Outdoor,Hard,1st Round,3,Arnaldi M.,Popyrin A.,37.0,24.0,1345.0,1865.0,6.0,3.0,6.0,2.0,,,,,,,2.0,0.0,Completed,2.5,1.53,2.46,1.61,2.51,1.61,2.41,1.56
1,Brisbane,Brisbane International,2024-12-31,ATP250,Outdoor,Hard,1st Round,3,Tiafoe F.,Walton A.,18.0,93.0,2585.0,636.0,7.0,6.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.22,4.33,1.29,3.93,1.29,4.33,1.24,3.93
1,Brisbane,Brisbane International,2024-12-31,ATP250,Outdoor,Hard,1st Round,3,Mensik J.,Kukushkin M.,48.0,113.0,1136.0,542.0,7.0,6.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.29,3.75,1.31,3.77,1.33,3.77,1.29,3.54
1,Brisbane,Brisbane International,2024-12-31,ATP250,Outdoor,Hard,1st Round,3,Lajovic D.,Cazaux A.,81.0,63.0,710.0,807.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,,,,,1.27,3.7,1.27,3.7
1,Brisbane,Brisbane International,2024-12-31,ATP250,Outdoor,Hard,1st Round,3,Mpetshi G.,Kyrgios N.,31.0,,1561.0,,7.0,6.0,6.0,7.0,7.0,6.0,,,,,2.0,1.0,Completed,1.91,1.91,1.96,1.93,2.0,1.97,1.89,1.89
1,Brisbane,Brisbane International,2024-12-31,ATP250,Outdoor,Hard,1st Round,3,Monfils G.,Basavareddy N.,55.0,138.0,1005.0,440.0,6.0,4.0,4.0,6.0,6.0,1.0,,,,,2.0,1.0,Completed,1.62,2.3,1.72,2.23,1.74,2.3,1.67,2.16
1,Brisbane,Brisbane International,2024-12-31,ATP250,Outdoor,Hard,1st Round,3,Djokovic N.,Hijikata R.,7.0,73.0,3910.0,746.0,6.0,3.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.04,13.0,1.05,13.89,1.06,13.89,1.04,10.93
1,Brisbane,Brisbane International,2025-01-01,ATP250,Outdoor,Hard,2nd Round,3,Lehecka J.,Nishioka Y.,28.0,69.0,1660.0,776.0,6.0,2.0,6.0,7.0,6.0,4.0,,,,,2.0,1.0,Completed,1.36,3.2,1.44,3.01,1.44,3.2,1.4,2.92
1,Brisbane,Brisbane International,2025-01-01,ATP250,Outdoor,Hard,2nd Round,3,Jarry N.,Bonzi B.,35.0,75.0,1370.0,730.0,6.0,2.0,6.0,3.0,,,,,,,2.0,0.0,Completed,2.63,1.5,2.61,1.56,2.63,1.57,2.52,1.52
1,Brisbane,Brisbane International,2025-01-01,ATP250,Outdoor,Hard,2nd Round,3,Dimitrov G.,Vukic A.,10.0,68.0,3350.0,778.0,6.0,2.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.2,4.5,1.21,5.06,1.22,5.06,1.2,4.42
1,Brisbane,Brisbane International,2025-01-01,ATP250,Outdoor,Hard,2nd Round,3,Thompson J.,Michelsen A.,26.0,41.0,1745.0,1245.0,7.0,5.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.67,2.2,1.8,2.13,1.8,2.33,1.68,2.16
1,Brisbane,Brisbane International,2025-01-02,ATP250,Outdoor,Hard,2nd Round,3,Mensik J.,Lajovic D.,48.0,81.0,1136.0,710.0,6.0,3.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.25,4.0,1.28,4.15,1.28,4.15,1.25,3.87
1,Brisbane,Brisbane International,2025-01-02,ATP250,Outdoor,Hard,2nd Round,3,Opelka R.,Arnaldi M.,293.0,37.0,176.0,1345.0,7.0,6.0,7.0,6.0,,,,,,,2.0,0.0,Completed,2.5,1.53,2.55,1.58,2.67,1.62,2.46,1.54
1,Brisbane,Brisbane International,2025-01-02,ATP250,Outdoor,Hard,2nd Round,3,Mpetshi G.,Tiafoe F.,31.0,18.0,1561.0,2585.0,6.0,4.0,7.0,6.0,,,,,,,2.0,0.0,Completed,2.0,1.8,2.2,1.76,2.2,1.8,2.11,1.72
1,Brisbane,Brisbane International,2025-01-02,ATP250,Outdoor,Hard,2nd Round,3,Djokovic N.,Monfils G.,7.0,55.0,3910.0,1005.0,6.0,3.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.06,10.0,1.09,9.51,1.09,10.0,1.07,8.22
1,Brisbane,Brisbane International,2025-01-03,ATP250,Outdoor,Hard,Quarterfinals,3,Lehecka J.,Jarry N.,28.0,35.0,1660.0,1370.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.36,3.2,1.44,3.03,1.44,3.2,1.39,3.0
1,Brisbane,Brisbane International,2025-01-03,ATP250,Outdoor,Hard,Quarterfinals,3,Dimitrov G.,Thompson J.,10.0,26.0,3350.0,1745.0,6.0,1.0,2.0,1.0,,,,,,,1.0,0.0,Retired,1.3,3.5,1.36,3.49,1.36,3.53,1.33,3.3
1,Brisbane,Brisbane International,2025-01-03,ATP250,Outdoor,Hard,Quarterfinals,3,Mpetshi G.,Mensik J.,31.0,48.0,1561.0,1136.0,7.0,5.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.73,2.1,1.88,2.03,1.88,2.18,1.78,2.02
1,Brisbane,Brisbane International,2025-01-03,ATP250,Outdoor,Hard,Quarterfinals,3,Opelka R.,Djokovic N.,293.0,7.0,176.0,3910.0,7.0,6.0,6.0,3.0,,,,,,,2.0,0.0,Completed,11.0,1.05,12.64,1.06,12.64,1.06,9.96,1.05
1,Brisbane,Brisbane International,2025-01-04,ATP250,Outdoor,Hard,Semifinals,3,Lehecka J.,Dimitrov G.,28.0,10.0,1660.0,3350.0,6.0,4.0,4.0,4.0,,,,,,,1.0,0.0,Retired,2.63,1.5,2.62,1.56,2.63,1.57,2.52,1.52
1,Brisbane,Brisbane International,2025-01-04,ATP250,Outdoor,Hard,Semifinals,3,Opelka R.,Mpetshi G.,293.0,31.0,176.0,1561.0,6.0,3.0,7.0,6.0,,,,,,,2.0,0.0,Completed,2.2,1.67,2.3,1.69,2.4,1.7,2.21,1.65
1,Brisbane,Brisbane International,2025-01-05,ATP250,Outdoor,Hard,The Final,3,Lehecka J.,Opelka R.,28.0,293.0,1660.0,176.0,4.0,1.0,,,,,,,,,0.0,0.0,Retired,1.67,2.2,1.72,2.25,1.8,2.25,1.69,2.16
